 1.0000E-01   2.026029602551068D+02   2.440515370993793D+02   1.949671032597256D+02   4.908443383965367D+01
 1.0500E-01   1.870950472313442D+02   2.287684611539290D+02   1.790592472987916D+02   4.970921385513725D+01
 1.2500E-01   1.491733559954453D+02   1.862981473607319D+02   1.409339988473533D+02   4.536414851337854D+01
 1.4000E-01   1.324010312591935D+02   1.660049311481448D+02   1.242454217120246D+02   4.175950943612023D+01
 1.5500E-01   1.179440604242934D+02   1.489240174798648D+02   1.097570361543977D+02   3.916698132546711D+01
 1.7500E-01   9.646841692271911D+01   1.239826471794909D+02   8.839977079122863D+01   3.558287638826226D+01
 2.0000E-01   8.357672442196251D+01   1.064857751470339D+02   7.623324635499051D+01   3.025252879204350D+01
 2.2000E-01   7.819138289021480D+01   9.835443950367321D+01   7.132480171893982D+01   2.702963778473334D+01
 2.5000E-01   7.229782766787145D+01   8.938500861752675D+01   6.599389625432362D+01   2.339111236320316D+01
 3.0000E-01   6.480023282687389D+01   7.842471687214322D+01   5.912927837123530D+01   1.929543850090793D+01
 3.1750E-01   6.233656906785205D+01   7.507107175801507D+01   5.682781357236464D+01   1.824325818565041D+01
 3.5000E-01   5.779923745752264D+01   6.913200763893595D+01   5.257182463007667D+01   1.656018300885925D+01
 4.0000E-01   5.224654738980269D+01   6.186466585115263D+01   4.742064706361064D+01   1.444401878754199D+01
 4.5000E-01   4.753568040369113D+01   5.586921965443558D+01   4.303107527146233D+01   1.283814438297327D+01
 5.3000E-01   4.113802369366161D+01   4.799955063492477D+01   3.706711760013589D+01   1.093243303478887D+01
 5.7000E-01   3.840230212105863D+01   4.471800890279286D+01   3.452440916707134D+01   1.019359973572154D+01
 6.5000E-01   3.336451966558601D+01   3.884284193064441D+01   2.980776411751513D+01   9.035077813129284D+00
 7.3000E-01   2.914046914488080D+01   3.396994310923597D+01   2.588606261627467D+01   8.083880492961310D+00
 8.5000E-01   2.481196860175290D+01   2.888912616707085D+01   2.193807957212657D+01   6.951046594944292D+00
 1.0000E+00   2.085992548264737D+01   2.426269615913912D+01   1.837383928777067D+01   5.888856871368438D+00
 1.1500E+00   1.799024826690942D+01   2.092828990533372D+01   1.584083679430962D+01   5.087453111024091D+00
 1.3000E+00   1.558348507840318D+01   1.816592372546199D+01   1.373616868573160D+01   4.429755039730387D+00
 1.3500E+00   1.489219590009215D+01   1.737669374354769D+01   1.313377805706770D+01   4.242915686479996D+00
 1.4000E+00   1.424900790305670D+01   1.664688844337224D+01   1.257249513112743D+01   4.074393312244812D+00
 1.5300E+00   1.278682767777645D+01   1.500229404932022D+01   1.128709440362880D+01   3.715199645691424D+00
 1.6500E+00   1.167382070014901D+01   1.376251004639594D+01   1.028351308976137D+01   3.478996956634565D+00
 1.8000E+00   1.054120785431676D+01   1.253022166881786D+01   9.215907273212000D+00   3.314314395605854D+00
 1.9000E+00   9.915865463782822D+00   1.187689536752174D+01   8.601177741294759D+00   3.275717626226989D+00
 2.0000E+00   9.376141946135112D+00   1.133411791499629D+01   8.054743609530140D+00   3.279374305466151D+00
 2.1500E+00   8.699565216097497D+00   1.067879737602715D+01   7.338324607260688D+00   3.340472768766460D+00
 2.2700E+00   8.249127766808776D+00   1.024748588216177D+01   6.821829876519481D+00   3.425656005642282D+00
 2.3500E+00   7.983016547441838D+00   9.991285239112104D+00   6.491492617153316D+00   3.499792621958786D+00
 2.5000E+00   7.550112978618609D+00   9.575566850099703D+00   5.895891997601984D+00   3.679674852497723D+00
 2.7500E+00   7.025573820837162D+00   9.104261022941017D+00   5.008990050695087D+00   4.095270972245928D+00
 2.9000E+00   6.811369271191623D+00   8.950412763563808D+00   4.553927071425088D+00   4.396485692138720D+00
 3.1000E+00   6.591257568329770D+00   8.851409477004456D+00   4.040072798481941D+00   4.811336678522514D+00
 3.3500E+00   6.283574661947846D+00   8.693512909647719D+00   3.480777467349329D+00   5.212735442298390D+00
 3.5000E+00   6.052395972537878D+00   8.506187680703846D+00   3.159279658493340D+00   5.346908022210506D+00
 3.7500E+00   5.617203814896070D+00   8.058655213367373D+00   2.644770766290637D+00   5.413884447076738D+00
 4.0000E+00   5.164956053909886D+00   7.529553825459905D+00   2.187886557650821D+00   5.341667267809084D+00
 4.5200E+00   4.255084528717353D+00   6.367912649936108D+00   1.464182072090793D+00   4.903730577845316D+00
 4.8000E+00   3.804862743985342D+00   5.753111527581895D+00   1.196754334680437D+00   4.556357192901460D+00
 5.0000E+00   3.502678919310093D+00   5.327849028629331D+00   1.042934275062131D+00   4.284914753567199D+00
 5.3000E+00   3.076199955320798D+00   4.706838153885314D+00   8.484745117185197D-01   3.858363642166796D+00
 5.6000E+00   2.691457480437500D+00   4.134553462685746D+00   6.889219831048983D-01   3.445631479580850D+00
 5.9000E+00   2.347768637193937D+00   3.617434820754267D+00   5.592453458842230D-01   3.058189474870046D+00
 6.7500E+00   1.582197915719786D+00   2.443093281638713D+00   3.448792915327361D-01   2.098213990105977D+00
 7.5500E+00   9.670603291867460D-01   1.480996475618721D+00   2.862632266310181D-01   1.194733248987703D+00
 8.2500E+00   2.928729159593233D+00   3.084608650976641D+00   2.714536748765278D+00   3.700719022113632D-01
 8.7000E+00   6.262810486280163D+00   6.375117970192445D+00   6.042244438774409D+00   3.328735314180346D-01
 9.0000E+00   8.835908336972205D+00   8.969049888411934D+00   8.494771577408708D+00   4.742783110032249D-01
 9.3000E+00   1.028957683278630D+01   1.045451697230010D+01   9.746867823960105D+00   7.076491483399960D-01
 9.7500E+00   8.610838646479948D+00   8.792806490612527D+00   7.889502014865974D+00   9.033044757465526D-01
 1.0000E+01   7.370300820989521D+00   7.551599575245795D+00   6.646464828677847D+00   9.051347465679486D-01
 1.0500E+01   5.557967297569791D+00   5.738362412755187D+00   4.884867574441376D+00   8.534948383138116D-01
 1.1000E+01   4.175262182513153D+00   4.362236623165212D+00   3.566237558818658D+00   7.959990643465518D-01
 1.1400E+01   3.208753668711005D+00   3.407784237996399D+00   2.647417389794333D+00   7.603668482020682D-01
 1.2000E+01   2.018507864928849D+00   2.235558835203522D+00   1.522073374411283D+00   7.134854607922387D-01
 1.2700E+01   1.518815183591228D+00   1.707546261929730D+00   1.126861101829735D+00   5.806851600999945D-01
 1.3500E+01   1.394951369332927D+00   1.541557623472137D+00   1.098286202908156D+00   4.432714205639812D-01
 1.5000E+01   1.598605120024446D+00   1.673717101042830D+00   1.436036649355434D+00   2.376804516873967D-01
 1.6500E+01   3.132520974413329D+00   3.167875852554879D+00   3.014121006891154D+00   1.537548456637234D-01
 1.8000E+01   3.840327859121130D+00   3.871527994603429D+00   3.684660897403807D+00   1.868670971996211D-01
 1.9000E+01   3.386086338743369D+00   3.414800456528392D+00   3.224109855895774D+00   1.906906006326167D-01
 2.0000E+01   2.896759492625610D+00   2.922462215613007D+00   2.743514627405001D+00   1.789475882080070D-01
 2.1000E+01   2.508579331467155D+00   2.531466631099265D+00   2.368801610397057D+00   1.626650207022094D-01
 2.3000E+01   1.984661984296145D+00   2.002688731304548D+00   1.870579293701287D+00   1.321094376032607D-01
 2.5000E+01   1.624377471488245D+00   1.638666618185351D+00   1.530919134115611D+00   1.077474840697385D-01
 2.6500E+01   1.403319711066467D+00   1.415531038353740D+00   1.322872169943923D+00   9.265886840981671D-02
 2.7500E+01   1.277484565769050D+00   1.288549187309982D+00   1.204741549899243D+00   8.380763741073882D-02
 2.9500E+01   1.065439513283268D+00   1.074635574492147D+00   1.006050625751576D+00   6.858494874057086D-02
 3.1500E+01   8.940740293727147D-01   9.018295874505337D-01   8.458465239841598D-01   5.598306346637377D-02
 3.3100E+01   7.799529344440427D-01   7.867801414641219D-01   7.393929912173511D-01   4.738715024677048D-02
 3.4500E+01   6.938194936439228D-01   6.999581201306359D-01   6.591848515908421D-01   4.077326853979405D-02
 3.6000E+01   6.157375769447906D-01   6.212092735942049D-01   5.866792055686906D-01   3.453006802551416D-02
 3.7000E+01   5.713570864710339D-01   5.764002528644251D-01   5.455559547028628D-01   3.084429816156251D-02
 3.8500E+01   5.135873359029755D-01   5.179995774099837D-01   4.919938960661733D-01   2.600568134381046D-02
 4.0000E+01   4.647149318755078D-01   4.685009909995055D-01   4.465811211840423D-01   2.191986981546330D-02
 4.2000E+01   4.124667942645346D-01   4.154428791600954D-01   3.979326946783726D-01   1.751018448172302D-02
 4.3350E+01   3.837607824533974D-01   3.862463501978272D-01   3.711229492473377D-01   1.512340095048948D-02
 4.5540E+01   3.449307884649349D-01   3.467637790912331D-01   3.347046228206388D-01   1.205915627059421D-02
 5.0000E+01   2.842389638248711D-01   2.852332452120212D-01   2.773099190776039D-01   7.923326134417100D-03
 6.0000E+01   1.979547063649426D-01   1.982541461007727D-01   1.946622408740667D-01   3.591905226706125D-03
 7.0000E+01   1.450755692240367D-01   1.451875043553486D-01   1.433110835088810D-01   1.876420846467490D-03
 8.5000E+01   9.350810723426584D-02   9.354107255244953D-02   9.270464480903368D-02   8.364277434158442D-04
 1.0000E+02   6.838236327448050D-02   6.839428654101957D-02   6.796636198838996D-02   4.279245526296428D-04
 1.0600E+02   6.162255289696728D-02   6.163087931739491D-02   6.129356228382060D-02   3.373170335742916D-04
 1.1000E+02   5.762779002210926D-02   5.763442466825987D-02   5.734432351450955D-02   2.901011537503254D-04
 1.1500E+02   5.312363429029228D-02   5.312869016060826D-02   5.288652642039025D-02   2.421637402180169D-04
 1.2000E+02   4.909706062622182D-02   4.910096062427590D-02   4.889719627103270D-02   2.037643532431793D-04
 1.2700E+02   4.413051070166267D-02   4.413327327437085D-02   4.397130513377848D-02   1.619681405923919D-04
 1.3300E+02   4.039952032711076D-02   4.040160788324176D-02   4.026721593161767D-02   1.343919516240849D-04
 1.4100E+02   3.605068053567863D-02   3.605214603905019D-02   3.594598755118768D-02   1.061584878625098D-04
 1.4500E+02   3.411057721614733D-02   3.411181451839804D-02   3.401698457051966D-02   9.482994787835740D-05
 1.5000E+02   3.186852447370213D-02   3.186953243377449D-02   3.178681790159157D-02   8.271453218288719D-05
 1.5500E+02   2.981815091626629D-02   2.981897767117368D-02   2.974650186364536D-02   7.247580752830399D-05
 2.0000E+02   1.737719584243717D-02   1.737737337794822D-02   1.735138556471589D-02   2.598781323232301D-05
 2.5000E+02   1.040942603495008D-02   1.040947226109257D-02   1.039887001261854D-02   1.060224847402896D-05
 3.5000E+02   4.716429259516601D-03   4.716435316418611D-03   4.713692158779328D-03   2.743157639285037D-06
 4.5000E+02   3.142281300114317D-03   3.142282629472711D-03   3.141282229931293D-03   1.000399541416014D-06
 5.0000E+02   2.794946946324281D-03   2.794947653131539D-03   2.794291248299522D-03   6.564048320179352D-07
 6.0000E+02   1.932511764375522D-03   1.932512001711484D-03   1.932195218728336D-03   3.167829831472923D-07
 8.0000E+02   1.119854226636918D-03   1.119854268792123D-03   1.119754127853385D-03   1.001409387377823D-07
 1.0000E+03   7.595182294375876D-04   7.595182404920204D-04   7.594772215313986D-04   4.101896062176279D-08
 1.3000E+03   4.914742427642037D-04   4.914742450549071D-04   4.914598830244195D-04   1.436203048784598D-08
 1.5000E+03   3.905771480150589D-04   3.905771489861252D-04   3.905690452700746D-04   8.103716050687199D-09
 2.0000E+03   2.504536159015793D-04   2.504536160744046D-04   2.504510515967146D-04   2.564477690151760D-09
 2.6000E+03   1.701095167895002D-04   1.701095168252313D-04   1.701086185567002D-04   8.982685310736619D-10
 3.0000E+03   1.386383903065078D-04   1.386383903216048D-04   1.386378833793335D-04   5.069422712602468D-10
 5.7000E+03   5.739513105095477D-05   5.739513105125165D-05   5.739509215714785D-05   3.889410381697902D-11
 9.6000E+03   2.800368971792838D-05   2.800368971793633D-05   2.800368489350555D-05   4.824430790939865D-12
 3.0000E+04   6.143691857584888D-06   6.143691857584888D-06   6.143691806998694D-06   5.058619426374069D-14
 1.0000E+05   1.515094220058744D-06   1.515094220058744D-06   1.515094219641147D-06   4.175971777023753D-16
